Unnamed: 0,number,driver_number,lap_number,lap_time,lap_improvement,crossing_finish_line_in_pit,s1,s1_improvement,s2,s2_improvement,s3,s3_improvement,kph,elapsed,hour,s1_large,s2_large,s3_large,top_speed,driver_name,pit_time,class,group,team,manufacturer,season,circuit,round,vehicle,flag_at_fl,team_no,lap_time_ms,lap_time_s,engine,driver_stint_no,driver_stint,team_stint_no,team_stint,elapsed_ms,position,class_position,interval_ms,interval,gap,class_interval,class_gap,elapsed_s
155725,29,2,285,0 days 00:03:50.096000,0,,35.848,0,87.082,0,107.166,0,213.2,0 days 20:46:35.247000,11:46,0 days 00:00:35.848000,0 days 00:01:27.082000,0 days 00:01:47.166000,300.5,David CHENG,,LMP2,,Pegasus Racing,Morgan,2015,LE MANS,3,Morgan,,Pegasus Racing #29,230096.0,230.096,Nissan,10,David CHENG Stint #10,31,Pegasus Racing #29 Stint #31,74795247,23.0,11.0,230605.0,230.605,11347.576,230.605,4493.336,74795.247
278284,36,2,140,0 days 00:01:50.580000,0,,51.013,0,39.487,0,20.08,0,167.2,0 days 04:26:14.941000,17:25:56.397,0 days 00:00:51.013000,0 days 00:00:39.487000,0 days 00:00:20.080000,265.4,Matthew RAO,,LMP2,,Signatech Alpine Matmut,Alpine,2017,NURBURGRING,4,Alpine A470,,Signatech Alpine Matmut #36,110580.0,110.58,Gibson,2,Matthew RAO Stint #2,6,Signatech Alpine Matmut #36 Stint #6,15974941,8.0,4.0,1249.0,1.249,1129.508,1.249,77.30799999999999,15974.941
126982,2,2,181,0 days 00:01:49.978000,0,,35.288,0,40.2,0,34.49,0,177.2,0 days 05:38:05.568000,20:37,0 days 00:00:35.288000,0 days 00:00:40.200000,0 days 00:00:34.490000,250.3,Benoit TRÉLUYER,,LMP1-H,H,Audi Sport Team Joest,Audi,2014,BAHRAIN INTERNATIONAL CIRCUIT,7,Audi R18 e-tron quattro,,Audi Sport Team Joest #2,109978.0,109.978,Audi,2,Benoit TRÉLUYER Stint #2,7,Audi Sport Team Joest #2 Stint #7,20285568,4.0,4.0,146892.0,146.892,189.009,146.892,189.009,20285.568
202074,62,0,124,0 days 00:04:07.655000,0,,39.276,0,93.989,0,114.39,0,198.1,0 days 09:16:12.151000,00:16:12.151,0 days 00:00:39.276000,0 days 00:01:33.989000,0 days 00:01:54.390000,290.0,William SWEEDLER,,LMGTE Am,,Scuderia Corsa,Ferrari,2016,LE MANS,3,Ferrari 458 Italia GT2,,Scuderia Corsa #62,247655.0,247.655,Ferrari,3,William SWEEDLER Stint #3,10,Scuderia Corsa #62 Stint #10,33372151,37.0,2.0,15580.0,15.58,5052.692,15.58,15.58,33372.151
261280,2,0,89,0 days 00:03:24.529000,0,,32.231,0,76.435,1,95.863,0,239.9,0 days 06:41:27.029000,21:41:47.990,0 days 00:00:32.231000,0 days 00:01:16.435000,0 days 00:01:35.863000,325.8,Timo BERNHARD,,LMP1,H,Porsche LMP Team,Porsche,2017,LE MANS,3,Porsche 919 Hybrid,,Porsche LMP Team #2,204529.0,204.529,Porsche,4,Timo BERNHARD Stint #4,8,Porsche LMP Team #2 Stint #8,24087029,53.0,5.0,52138.0,52.138,4619.274,52.138,388.567,24087.029
382453,97,1,74,0 days 00:02:03.202000,0,,42.145,0,44.924,0,36.133,0,159.3,0 days 02:35:16.584000,14:35:13.835,0 days 00:00:42.145000,0 days 00:00:44.924000,0 days 00:00:36.133000,268.0,Alexander LYNN,,LMGTE Pro,,Aston Martin Racing,Aston Martin,2019-2020,SHANGHAI INTERNATIONAL CIRCUIT,3,Aston Martin Vantage GTE,,Aston Martin Racing #97,123202.0,123.202,Aston Martin,2,Alexander LYNN Stint #2,3,Aston Martin Racing #97 Stint #3,9316584,16.0,4.0,1066.0,1.066,821.708,1.066,28.574,9316.584
128577,81,0,65,0 days 00:01:33.224000,0,,23.841,0,46.465,0,22.918,0,166.4,0 days 01:45:13.829000,14:45,0 days 00:00:23.841000,0 days 00:00:46.465000,0 days 00:00:22.918000,,Stephen WYATT,,LMGTE Am,,AF Corse,Ferrari,2014,INTERLAGOS,8,Ferrari 458 Italia GT2,,AF Corse #81,93224.0,93.224,Ferrari,1,Stephen WYATT Stint #1,2,AF Corse #81 Stint #2,6313829,16.0,3.0,3979.0,3.979,758.341,3.979,7.289,6313.829
168707,7,0,9,0 days 00:02:07.434000,0,,26.365,0,40.725,0,60.344,0,128.9,0 days 00:20:59.746000,11:20,0 days 00:00:26.365000,0 days 00:00:40.725000,0 days 00:01:00.344000,213.4,Marcel FÄSSLER,,LMP1,H,Audi Sport Team Joest,Audi,2015,FUJI SPEEDWAY,6,Audi R18 e-tron quattro,,Audi Sport Team Joest #7,127434.0,127.434,Audi,1,Marcel FÄSSLER Stint #1,1,Audi Sport Team Joest #7 Stint #1,1259746,3.0,3.0,1438.0,1.438,56.263,1.438,3.409,1259.746
431071,31,3,95,0 days 00:01:34.179000,0,,29.663,0,30.266,0,34.25,0,177.9,0 days 02:33:11.313000,13:33:28.795,0 days 00:00:29.663000,0 days 00:00:30.266000,0 days 00:00:34.250000,295.9,Charles MILESI,,LMP2,,Team WRT,Oreca,2021,AUTODROMO DO ALGARVE,2,Oreca 07,,Team WRT #31,94179.0,94.179,Gibson,2,Charles MILESI Stint #2,5,Team WRT #31 Stint #5,9191313,5.0,2.0,3825.0,3.825,208.788,3.825,3.825,9191.313
25429,97,2,266,0 days 00:03:59.622000,0,,37.204,0,93.557,0,108.861,0,204.8,0 days 19:17:56.338000,10:17,0 days 00:00:37.204000,0 days 00:01:33.557000,0 days 00:01:48.861000,275.2,Darren Turner,,LMGTE Pro,,Aston Martin Racing,Aston Martin,2012,LE MANS,3,Aston Martin Vantage GT2,,Aston Martin Racing #97,239622.0,239.622,Aston Martin,9,Darren Turner Stint #9,22,Aston Martin Racing #97 Stint #22,69476338,20.0,3.0,481655.0,481.655,8233.741,481.655,894.332,69476.338
350205,81,2,84,0 days 00:02:36.873000,0,,42.707,0,74.701,0,39.465,0,160.7,0 days 03:42:46.299000,17:13:49.861,0 days 00:00:42.707000,0 days 00:01:14.701000,0 days 00:00:39.465000,234.0,Nicky CATSBURG,,LMGTE Pro,,BMW Team MTEK,BMW,2018-2019,SPA FRANCORCHAMPS 2019,7,BMW M8 GTE,,BMW Team MTEK #81,156873.0,156.873,BMW,3,Nicky CATSBURG Stint #3,6,BMW Team MTEK #81 Stint #6,13366299,23.0,9.0,35797.0,35.797,1032.435,35.797,67.78699999999999,13366.299
164652,12,0,37,0 days 00:01:59.836000,0,,25.609,0,46.255,0,47.972,0,165.7,0 days 01:13:09.865000,18:12,0 days 00:00:25.609000,0 days 00:00:46.255000,0 days 00:00:47.972000,252.9,Nicolas PROST,,LMP1,,Rebellion Racing,Rebellion,2015,CIRCUIT OF THE AMERICAS,5,Rebellion R-One,,Rebellion Racing #12,119836.0,119.836,AER,1,Nicolas PROST Stint #1,2,Rebellion Racing #12 Stint #2,4389865,7.0,7.0,191871.0,191.871,287.02,191.871,287.02,4389.865
301059,88,0,5,0 days 00:02:20.387000,0,,40.367,0,63.924,0,36.096,0,179.6,0 days 00:13:34.681000,13:44:30.715,0 days 00:00:40.367000,0 days 00:01:03.924000,0 days 00:00:36.096000,258.6,Khaled AL QUBAISI,,LMGTE Am,,Dempsey - Proton Racing,Porsche,2018-2019,SPA FRANCORCHAMPS,1,Porsche 911 RSR-19,,Dempsey - Proton Racing #88,140387.0,140.387,Porsche,1,Khaled AL QUBAISI Stint #1,1,Dempsey - Proton Racing #88 Stint #1,814681,27.0,4.0,5865.0,5.865,66.511,5.865,7.541,814.681
133712,50,0,56,0 days 00:02:06.400000,0,,38.085,0,53.762,0,34.553,0,168.1,0 days 02:03:48.264000,14:04,0 days 00:00:38.085000,0 days 00:00:53.762000,0 days 00:00:34.553000,233.3,Gianluca RODA,,LMGTE Am,,Larbre Competition,Chevrolet,2015,SILVERSTONE,1,Chevrolet Corvette C7.R,,Larbre Competition #50,126400.0,126.4,Chevrolet,2,Gianluca RODA Stint #2,3,Larbre Competition #50 Stint #3,7428264,21.0,5.0,15882.0,15.882,1200.629,15.882,46.058,7428.264
18729,59,1,105,0 days 00:04:01.124000,0,,37.927,0,92.808,0,110.389,0,203.5,0 days 07:45:36.643000,22:45,0 days 00:00:37.927000,0 days 00:01:32.808000,0 days 00:01:50.389000,287.5,Jaime Melo,,LMGTE Pro,,Luxury Racing,Ferrari,2012,LE MANS,3,Ferrari 458 Italia GT2,,Luxury Racing #59,241124.0,241.124,Ferrari,4,Jaime Melo Stint #4,8,Luxury Racing #59 Stint #8,27936643,30.0,4.0,8163.0,8.163,2825.358,8.163,209.102,27936.643
503306,32,1,353,0 days 00:03:36.968000,0,,34.355,0,83.131,0,99.482,0,226.1,0 days 23:14:47.963000,15:14:47.963,0 days 00:00:38.008000,0 days 00:01:32.133000,0 days 00:01:49.832000,317.2,Rolf INEICHEN,,LMP2,,Team WRT,Oreca,2022,LE MANS,3,Oreca 07,GF,Team WRT #32,216968.0,216.968,Gibson,12,Rolf INEICHEN Stint #12,42,Team WRT #32 Stint #42,83687963,13.0,9.0,38656.0,38.656,3010.783,38.656,761.468,83687.963
53918,24,2,155,0 days 00:01:55.947000,0,,39.71,0,41.552,0,34.685,0,169.2,0 days 05:13:28.547000,16:13,0 days 00:00:39.710000,0 days 00:00:41.552000,0 days 00:00:34.685000,273.4,Olivier Pla,,LMP2,,Oak Racing,Morgan,2012,SHANGHAI INTERNATIONAL CIRCUIT,8,Morgan,,Oak Racing #24,115947.0,115.947,Judd,3,Olivier Pla Stint #3,6,Oak Racing #24 Stint #6,18808547,10.0,3.0,43973.0,43.973,1178.509,43.973,82.434,18808.547
348691,37,2,39,0 days 00:02:05.538000,0,,35.886,0,57.301,0,32.351,0,200.8,0 days 01:48:44.592000,15:19:48.154,0 days 00:00:35.886000,0 days 00:00:57.301000,0 days 00:00:32.351000,294.5,Jordan KING,,LMP2,,Jackie Chan DC Racing,Oreca,2018-2019,SPA FRANCORCHAMPS 2019,7,Oreca 07,,Jackie Chan DC Racing #37,125538.0,125.538,Gibson,4,Jordan KING Stint #4,4,Jackie Chan DC Racing #37 Stint #4,6524592,24.0,8.0,5058.0,5.058,226.919,5.058,74.846,6524.592
149162,62,2,139,0 days 00:04:02.425000,0,,37.86,0,91.857,0,112.708,0,202.4,0 days 10:24:47.115000,01:24,0 days 00:00:37.860000,0 days 00:01:31.857000,0 days 00:01:52.708000,290.0,Jeffrey SEGAL,,LMGTE Am,,Scuderia Corsa,Ferrari,2015,LE MANS,3,Ferrari 458 Italia GT2,,Scuderia Corsa #62,242425.0,242.425,Ferrari,5,Jeffrey SEGAL Stint #5,10,Scuderia Corsa #62 Stint #10,37487115,32.0,4.0,18542.0,18.542,5492.344,18.542,239.574,37487.115
292739,7,2,30,0 days 00:01:54.163000,0,B,36.879,0,39.548,0,37.736,0,171.9,0 days 00:54:13.965000,11:54:19.054,0 days 00:00:36.879000,0 days 00:00:39.548000,0 days 00:00:37.736000,251.7,Jose Maria LOPEZ,,LMP1,H,Toyota Gazoo Racing,Toyota,2017,SHANGHAI INTERNATIONAL CIRCUIT,8,Toyota TS050 Hybrid,,Toyota Gazoo Racing #7,114163.0,114.163,Toyota,1,Jose Maria LOPEZ Stint #1,1,Toyota Gazoo Racing #7 Stint #1,3253965,2.0,2.0,13432.0,13.432,13.432,13.432,13.432,3253.965
10373,1,2,66,0 days 00:02:04.900000,0,,35.312,0,57.684,0,31.904,0,201.9,0 days 02:29:37.148000,16:59,0 days 00:00:35.312000,0 days 00:00:57.684000,0 days 00:00:31.904000,293.5,Benoit Tréluyer,,LMP1,H,Audi Sport Team Joest,Audi,2012,SPA FRANCORCHAMPS,2,Audi R18 e-tron quattro,,Audi Sport Team Joest #1,124900.0,124.9,Audi,1,Benoit Tréluyer Stint #1,3,Audi Sport Team Joest #1 Stint #3,8977148,2.0,2.0,4986.0,4.986,4.986,4.986,4.986,8977.148
445006,64,1,30,0 days 00:03:50.850000,0,,36.547,0,88.287,0,106.016,0,212.5,0 days 02:09:45.649000,18:09:45.649,0 days 00:00:36.547000,0 days 00:01:28.287000,0 days 00:01:46.016000,300.5,Tommy MILNER,,LMGTE Pro,,Corvette Racing,Chevrolet,2021,LE MANS,4,Chevrolet Corvette C8.R,,Corvette Racing #64,230850.0,230.85,Chevrolet,3,Tommy MILNER Stint #3,3,Corvette Racing #64 Stint #3,7785649,34.0,6.0,9913.0,9.913,579.234,9.913,34.939,7785.649
390586,57,2,232,0 days 00:01:59.777000,0,,38.025,0,43.675,0,38.077,0,162.7,0 days 08:00:09.068000,22:59:48.342,0 days 00:00:38.025000,0 days 00:00:43.675000,0 days 00:00:38.077000,252.6,Larry TEN VOORDE,,LMGTE Am,,Team Project 1,Porsche,2019-2020,BAHRAIN INTERNATIONAL CIRCUIT 2019,4,Porsche 911 RSR-19,,Team Project 1 #57,119777.0,119.777,Porsche,3,Larry TEN VOORDE Stint #3,8,Team Project 1 #57 Stint #8,28809068,18.0,1.0,31490.0,31.49,2813.476,0.0,0.0,28809.068
7891,44,0,1,0 days 00:02:52.294000,0,,51.877,0,77.906,0,42.511,0,146.3,0 days 00:02:52.294000,14:32,0 days 00:00:51.877000,0 days 00:01:17.906000,0 days 00:00:42.511000,165.4,Vicente Potolicchio,,LMP2,,Starworks Motorsports,HPD (Honda),2012,SPA FRANCORCHAMPS,2,HPD ARX 03b,,Starworks Motorsports #44,172294.0,172.294,Honda,1,Vicente Potolicchio Stint #1,0,Starworks Motorsports #44 Stint #0,172294,17.0,8.0,1805.0,1.805,27.93,1.805,10.645,172.294
115400,92,0,64,0 days 00:01:42.083000,0,,22.262,0,31.625,0,48.196,0,160.9,0 days 01:59:50.695000,12:59,0 days 00:00:22.262000,0 days 00:00:31.625000,0 days 00:00:48.196000,266.0,Frédéric MAKOWIECKI,,LMGTE Pro,,Porsche Team Manthey,Porsche,2014,FUJI SPEEDWAY,5,Porsche 911 RSR,,Porsche Team Manthey #92,102083.0,102.083,Porsche,1,Frédéric MAKOWIECKI Stint #1,4,Porsche Team Manthey #92 Stint #4,7190695,25.0,5.0,21785.0,21.785,1393.328,21.785,305.101,7190.695
202660,98,0,134,0 days 00:06:31.173000,0,,54.185,0,162.39,0,174.598,0,125.4,0 days 10:18:26.175000,01:18:26.175,0 days 00:00:54.185000,0 days 00:02:42.390000,0 days 00:02:54.598000,121.3,Paul DALLA LANA,,LMGTE Am,,Aston Martin Racing,Aston Martin,2016,LE MANS,3,Aston Martin Vantage GT2,,Aston Martin Racing #98,391173.0,391.173,Aston Martin,5,Paul DALLA LANA Stint #5,12,Aston Martin Racing #98 Stint #12,37106175,45.0,8.0,120215.0,120.215,6629.165,120.215,928.632,37106.175
136430,71,0,158,0 days 00:02:02.653000,0,,37.466,0,51.884,0,33.303,0,173.2,0 days 05:33:49.427000,17:34,0 days 00:00:37.466000,0 days 00:00:51.884000,0 days 00:00:33.303000,239.5,Davide RIGON,,LMGTE Pro,,AF Corse,Ferrari,2015,SILVERSTONE,1,Ferrari 458 Italia GT2,,AF Corse #71,122653.0,122.653,Ferrari,3,Davide RIGON Stint #3,6,AF Corse #71 Stint #6,20029427,12.0,3.0,8083.0,8.083,2999.968,8.083,26.993,20029.427
177201,47,1,88,0 days 00:02:13.763000,0,,45.461,0,49.871,0,38.431,0,146.7,0 days 03:44:01.044000,14:44,0 days 00:00:45.461000,0 days 00:00:49.871000,0 days 00:00:38.431000,273.4,Richard BRADLEY,,LMP2,,KCMG,Oreca,2015,SHANGHAI INTERNATIONAL CIRCUIT,7,Oreca 05,,KCMG #47,133763.0,133.763,Nissan,2,Richard BRADLEY Stint #2,5,KCMG #47 Stint #5,13441044,22.0,7.0,111919.0,111.919,1441.451,111.919,197.14,13441.044
123230,88,0,26,0 days 00:02:04.967000,0,,39.522,0,45.843,0,39.602,0,155.9,0 days 00:56:10.648000,15:55,0 days 00:00:39.522000,0 days 00:00:45.843000,0 days 00:00:39.602000,241.3,Christian RIED,,LMGTE Am,,Proton Competition,Porsche,2014,BAHRAIN INTERNATIONAL CIRCUIT,7,Porsche 911 RSR,,Proton Competition #88,124967.0,124.967,Porsche,1,Christian RIED Stint #1,2,Proton Competition #88 Stint #2,3370648,22.0,6.0,4832.0,4.832,458.492,4.832,43.429,3370.648
339374,71,1,84,0 days 00:02:15.517000,0,,45.666,0,50.628,0,39.223,0,144.8,0 days 05:02:57.797000,16:02:57.797,0 days 00:00:45.666000,0 days 00:00:50.628000,0 days 00:00:39.223000,264.1,Davide RIGON,,LMGTE Pro,,AF Corse,Ferrari,2018-2019,SHANGHAI INTERNATIONAL CIRCUIT,5,Ferrari 488 GTE Evo,,AF Corse #71,135517.0,135.517,Ferrari,2,Davide RIGON Stint #2,8,AF Corse #71 Stint #8,18177797,19.0,10.0,4992.0,4.992,452.32,4.992,55.245000000000005,18177.797
447708,52,3,75,0 days 00:07:26.865000,0,,61.201,0,180.579,0,205.085,0,109.8,0 days 05:29:25.094000,21:29:25.094,0 days 00:01:01.201000,0 days 00:03:00.579000,0 days 00:03:25.085000,108.3,Sam BIRD,,LMGTE Pro,,AF Corse,Ferrari,2021,LE MANS,4,Ferrari 488 GTE Evo,,AF Corse #52,446865.0,446.865,Ferrari,2,Sam BIRD Stint #2,6,AF Corse #52 Stint #6,19765094,27.0,2.0,11487.0,11.487,1959.709,11.487,11.487,19765.094
217894,95,0,158,0 days 00:01:59.324000,0,,54.958,0,42.505,0,21.861,0,155.0,0 days 05:39:20.494000,18:39:11.668,0 days 00:00:54.958000,0 days 00:00:42.505000,0 days 00:00:21.861000,264.1,Nicki THIIM,,LMGTE Pro,,Aston Martin Racing,Aston Martin,2016,NURBURGRING,4,Aston Martin Vantage GT2,,Aston Martin Racing #95,119324.0,119.324,Aston Martin,4,Nicki THIIM Stint #4,6,Aston Martin Racing #95 Stint #6,20360494,21.0,4.0,9479.0,9.479,2689.915,9.479,45.63,20360.494
486657,98,1,57,0 days 00:04:00.118000,0,,37.9,0,91.762,0,110.456,0,204.3,0 days 03:54:15.286000,19:54:15.286,0 days 00:01:07,0 days 00:01:07.366000,0 days 00:01:24.922000,294.8,Paul DALLA LANA,,LMGTE Am,,Northwest AMR,Aston Martin,2022,LE MANS,3,Aston Martin Vantage GTE,GF,Northwest AMR #98,240118.0,240.118,Aston Martin,1,Paul DALLA LANA Stint #1,5,Northwest AMR #98 Stint #5,14055286,40.0,3.0,48186.0,48.186,1526.062,48.186,65.229,14055.286
501406,708,2,311,0 days 00:03:35.030000,0,,33.379,0,80.883,0,100.768,0,228.1,0 days 20:22:28.205000,12:22:28.205,0 days 00:00:42.478000,0 days 00:01:40.060000,0 days 00:02:04.101000,323.9,Romain DUMAS,,HYPERCAR,,Glickenhaus Racing,Glickenhaus,2022,LE MANS,3,Glickenhaus 007 LMH,GF,Glickenhaus Racing #708,215030.0,215.03,Pipo Moteurs,9,Romain DUMAS Stint #9,29,Glickenhaus Racing #708 Stint #29,73348205,6.0,4.0,5338.0,5.338,2081.189,5.338,962.615,73348.205
288149,92,0,128,0 days 00:02:06.662000,0,,26.978,0,49.127,0,50.557,0,156.8,0 days 04:37:46.975000,16:38:01.248,0 days 00:00:26.978000,0 days 00:00:49.127000,0 days 00:00:50.557000,256.5,Michael CHRISTENSEN,,LMGTE Pro,,Porsche GT Team,Porsche,2017,CIRCUIT OF THE AMERICAS,6,Porsche 911 RSR,,Porsche GT Team #92,126662.0,126.662,Porsche,2,Michael CHRISTENSEN Stint #2,5,Porsche GT Team #92 Stint #5,16666975,15.0,3.0,15138.0,15.138,2131.855,15.138,21.253,16666.975
61205,61,2,115,0 days 00:02:22.247000,0,,40.381,0,65.358,0,36.508,0,177.3,0 days 05:30:42.827000,20:01,0 days 00:00:40.381000,0 days 00:01:05.358000,0 days 00:00:36.508000,257.8,Marco CIOCI,,LMGTE Am,,AF Corse,Ferrari,2013,SPA FRANCORCHAMPS,2,Ferrari 458 Italia GT2,,AF Corse #61,142247.0,142.247,Ferrari,2,Marco CIOCI Stint #2,6,AF Corse #61 Stint #6,19842827,23.0,7.0,2084060.0,2084.06,4849.671,2084.06,2723.665,19842.827
78284,97,1,11,0 days 00:02:05.150000,0,,27.127,0,47.915,0,50.108,0,158.7,0 days 00:28:48.228000,11:28,0 days 00:00:27.127000,0 days 00:00:47.915000,0 days 00:00:50.108000,255.9,Darren TURNER,,LMGTE Pro,,Aston Martin Racing,Aston Martin,2013,CIRCUIT OF THE AMERICAS,5,Aston Martin Vantage GT2,,Aston Martin Racing #97,125150.0,125.15,Aston Martin,1,Darren TURNER Stint #1,1,Aston Martin Racing #97 Stint #1,1728228,13.0,5.0,908.0,0.908,112.398,0.908,3.396,1728.228
136978,7,0,2,0 days 00:01:59.510000,0,,33.739,0,55.412,0,30.359,0,211.0,0 days 00:04:01.295000,14:34,0 days 00:00:33.739000,0 days 00:00:55.412000,0 days 00:00:30.359000,294.3,Marcel FÄSSLER,,LMP1,H,Audi Sport Team Joest,Audi,2015,SPA FRANCORCHAMPS,2,Audi R18 e-tron quattro,,Audi Sport Team Joest #7,119510.0,119.51,Audi,1,Marcel FÄSSLER Stint #1,1,Audi Sport Team Joest #7 Stint #1,241295,4.0,4.0,136.0,0.136,56.345,0.136,4.534,241.295
339033,67,2,74,0 days 00:02:17.072000,0,,45.995,0,51.717,0,39.36,0,143.2,0 days 04:39:51.128000,15:39:51.128,0 days 00:00:45.995000,0 days 00:00:51.717000,0 days 00:00:39.360000,266.0,Harry TINCKNELL,,LMGTE Pro,,Ford Chip Ganassi Team UK,Ford,2018-2019,SHANGHAI INTERNATIONAL CIRCUIT,5,Ford GT,,Ford Chip Ganassi Team UK #67,137072.0,137.072,Ford,5,Harry TINCKNELL Stint #5,7,Ford Chip Ganassi Team UK #67 Stint #7,16791128,19.0,9.0,5635.0,5.635,367.382,5.635,32.551,16791.128
371625,98,1,43,0 days 00:02:02.335000,0,,37.429,0,51.525,0,33.381,0,173.7,0 days 01:31:15.738000,13:31:33.406,0 days 00:00:37.429000,0 days 00:00:51.525000,0 days 00:00:33.381000,244.3,Paul DALLA LANA,,LMGTE Am,,Aston Martin Racing,Aston Martin,2019-2020,SILVERSTONE,1,Aston Martin Vantage GTE,,Aston Martin Racing #98,122335.0,122.335,Aston Martin,2,Paul DALLA LANA Stint #2,2,Aston Martin Racing #98 Stint #2,5475738,19.0,1.0,88745.0,88.745,674.3820000000001,0.0,0.0,5475.738
454489,71,1,207,0 days 00:04:00.749000,0,,37.621,0,90.537,0,112.591,0,203.8,0 days 15:46:44.509000,07:46:44.509,0 days 00:00:37.621000,0 days 00:01:30.537000,0 days 00:01:52.591000,295.6,Brendan IRIBE,,LMGTE Am,,Inception Racing,Ferrari,2021,LE MANS,4,Ferrari 488 GTE Evo,,Inception Racing #71,240749.0,240.749,Ferrari,3,Brendan IRIBE Stint #3,17,Inception Racing #71 Stint #17,56804509,46.0,14.0,12145.0,12.145,6861.3,12.145,1415.653,56804.509
199528,27,1,80,0 days 00:03:54.390000,0,B,35.481,0,87.407,0,111.502,0,209.3,0 days 05:40:40.567000,20:40:40.567,0 days 00:00:35.481000,0 days 00:01:27.407000,0 days 00:01:51.502000,290.8,Maurizio MEDIANI,,LMP2,,SMP Racing,BR01,2016,LE MANS,3,BR01,,SMP Racing #27,234390.0,234.39,Nissan,2,Maurizio MEDIANI Stint #2,8,SMP Racing #27 Stint #8,20440567,18.0,10.0,7178.0,7.178,1658.653,7.178,259.718,20440.567
298479,36,2,83,0 days 00:01:53.417000,0,,36.004,0,41.733,0,35.68,0,171.8,0 days 02:42:37.805000,18:42:49.891,0 days 00:00:36.004000,0 days 00:00:41.733000,0 days 00:00:35.680000,268.9,André NEGRÃO,,LMP2,,Signatech Alpine Matmut,Alpine,2017,BAHRAIN INTERNATIONAL CIRCUIT,9,Alpine A470,,Signatech Alpine Matmut #36,113417.0,113.417,Gibson,2,André NEGRÃO Stint #2,4,Signatech Alpine Matmut #36 Stint #4,9757805,11.0,7.0,17014.0,17.014,746.865,17.014,88.777,9757.805
462411,77,1,47,0 days 00:02:03.777000,0,,39.096,0,45.935,0,38.746,0,157.4,0 days 01:38:19.849000,12:38:07.964,0 days 00:00:39.096000,0 days 00:00:45.935000,0 days 00:00:38.746000,241.3,Christian RIED,,LMGTE Am,,Dempsey - Proton Racing,Porsche,2021,BAHRAIN INTERNATIONAL CIRCUIT 6 HOURS,5,Porsche 911 RSR-19,,Dempsey - Proton Racing #77,123777.0,123.777,Porsche,2,Christian RIED Stint #2,2,Dempsey - Proton Racing #77 Stint #2,5899849,27.0,9.0,2060.0,2.06,531.954,2.06,54.696,5899.849
373530,54,3,108,0 days 00:01:57.162000,0,,35.889,0,49.405,0,31.868,0,181.3,0 days 03:52:54.604000,15:53:12.272,0 days 00:00:35.889000,0 days 00:00:49.405000,0 days 00:00:31.868000,244.9,Giancarlo FISICHELLA,,LMGTE Am,,AF Corse,Ferrari,2019-2020,SILVERSTONE,1,Ferrari 488 GTE Evo,,AF Corse #54,117162.0,117.162,Ferrari,1,Giancarlo FISICHELLA Stint #1,5,AF Corse #54 Stint #5,13974604,26.0,9.0,28184.0,28.184,1677.129,28.184,119.235,13974.604
338500,28,1,58,0 days 00:02:46.424000,0,,55.77,0,64.818,0,45.836,0,117.9,0 days 04:02:49.896000,15:02:49.896,0 days 00:00:55.770000,0 days 00:01:04.818000,0 days 00:00:45.836000,184.9,François PERRODO,,LMP2,,TDS Racing,Oreca,2018-2019,SHANGHAI INTERNATIONAL CIRCUIT,5,Oreca 07,,TDS Racing #28,166424.0,166.424,Gibson,1,François PERRODO Stint #1,7,TDS Racing #28 Stint #7,14569896,10.0,2.0,1303.0,1.303,162.05599999999998,1.303,1.303,14569.896
36835,7,2,93,0 days 00:01:46.816000,0,,33.177,0,44.425,0,29.214,0,198.5,0 days 02:52:27.886000,14:52,0 days 00:00:33.177000,0 days 00:00:44.425000,0 days 00:00:29.214000,266.0,Kazuki Nakajima,,LMP1,H,Toyota Racing,Toyota,2012,SILVERSTONE,5,Toyota TS 030 Hybrid,,Toyota Racing #7,106816.0,106.816,Toyota,2,Kazuki Nakajima Stint #2,3,Toyota Racing #7 Stint #3,10347886,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10347.886
81040,76,0,147,0 days 00:02:06.542000,0,,27.257,0,48.765,0,50.52,0,156.9,0 days 05:24:07.051000,16:23,0 days 00:00:27.257000,0 days 00:00:48.765000,0 days 00:00:50.520000,252.9,Raymond NARAC,,LMGTE Am,,IMSA Performance Matmut,Porsche,2013,CIRCUIT OF THE AMERICAS,5,Porsche 997 GT3-RSR,,IMSA Performance Matmut #76,126542.0,126.542,Porsche,3,Raymond NARAC Stint #3,6,IMSA Performance Matmut #76 Stint #6,19447051,13.0,2.0,46125.0,46.125,2338.207,46.125,46.125,19447.051
282291,31,0,109,0 days 00:01:35.843000,0,,34.15,0,37.472,0,24.221,0,161.7,0 days 02:57:23.782000,14:56:34.861,0 days 00:00:34.150000,0 days 00:00:37.472000,0 days 00:00:24.221000,283.5,Julien CANAL,,LMP2,,Vaillante Rebellion,Oreca,2017,AUTODROMO HERMANOS RODRIGUEZ,5,Oreca 07,,Vaillante Rebellion #31,95843.0,95.843,Gibson,1,Julien CANAL Stint #1,4,Vaillante Rebellion #31 Stint #4,10643782,5.0,1.0,893138.0,893.138,969.069,0.0,0.0,10643.782
