Unnamed: 0,number,driver_number,lap_number,lap_time,lap_improvement,crossing_finish_line_in_pit,s1,s1_improvement,s2,s2_improvement,s3,s3_improvement,kph,elapsed,hour,s1_large,s2_large,s3_large,top_speed,driver_name,pit_time,class,group,team,manufacturer,season,circuit,round,vehicle,flag_at_fl,team_no,lap_time_ms,lap_time_s,engine,driver_stint_no,driver_stint,team_stint_no,team_stint,elapsed_ms,position,class_position,interval_ms,interval,gap,class_interval,class_gap,elapsed_s
159654,99,0,53,0 days 00:02:00.521000,0,,57.634,0,43.96,0,18.927,0,153.4,0 days 01:48:33.282000,14:47,0 days 00:00:57.634000,0 days 00:00:43.960000,0 days 00:00:18.927000,254.3,Alex MACDOWALL,,LMGTE Pro,,Aston Martin Racing V8,Aston Martin,2015,NURBURGRING,4,Aston Martin Vantage GT2,,Aston Martin Racing V8 #99,120521.0,120.521,Aston Martin,1,Alex MACDOWALL Stint #1,2,Aston Martin Racing V8 #99 Stint #2,6513282,20.0,5.0,28065.0,28.065,969.795,28.065,85.127,6513.282
394606,47,3,126,0 days 00:01:57.806000,0,,24.871,0,45.829,0,47.106,0,168.5,0 days 04:16:26.929000,16:17:19.371,0 days 00:00:24.871000,0 days 00:00:45.829000,0 days 00:00:47.106000,287.2,Giorgio SERNAGIOTTO,,LMP2,,Cetilar Racing,Dallara,2019-2020,CIRCUIT OF THE AMERICAS,5,Dallara P217,,Cetilar Racing #47,117806.0,117.806,Gibson,2,Giorgio SERNAGIOTTO Stint #2,5,Cetilar Racing #47 Stint #5,15386929,12.0,9.0,69846.0,69.846,903.246,69.846,353.28200000000004,15386.929
102494,12,1,140,0 days 00:03:40.825000,0,B,33.707,0,82.006,0,105.112,0,222.2,0 days 09:47:39.199000,00:47,0 days 00:00:33.707000,0 days 00:01:22.006000,0 days 00:01:45.112000,318.2,Nick HEIDFELD,,LMP1-L,L,Rebellion Racing,Rebellion,2014,LE MANS,3,Rebellion R-One,,Rebellion Racing #12,220825.0,220.825,Toyota,6,Nick HEIDFELD Stint #6,16,Rebellion Racing #12 Stint #16,35259199,6.0,1.0,954500.0,954.5,2178.184,0.0,0.0,35259.199
39540,7,0,180,0 days 00:01:47.497000,0,,32.44,0,45.215,0,29.842,0,197.3,0 days 05:36:28.346000,17:36,0 days 00:00:32.440000,0 days 00:00:45.215000,0 days 00:00:29.842000,264.1,Alexander Wurz,,LMP1,H,Toyota Racing,Toyota,2012,SILVERSTONE,5,Toyota TS 030 Hybrid,,Toyota Racing #7,107497.0,107.497,Toyota,5,Alexander Wurz Stint #5,8,Toyota Racing #7 Stint #8,20188346,2.0,2.0,66186.0,66.186,66.186,66.186,66.186,20188.346
491653,55,3,139,0 days 00:03:56.151000,0,,37.086,0,90.69,0,108.375,0,207.7,0 days 09:41:19.346000,01:41:19.346,0 days 00:00:39.184000,0 days 00:01:08.210000,0 days 00:00:36.003000,293.2,David PEREL,,LMGTE Am,,Spirit of Race,Ferrari,2022,LE MANS,3,Ferrari 488 GTE Evo,GF,Spirit of Race #55,236151.0,236.151,Ferrari,3,David PEREL Stint #3,11,Spirit of Race #55 Stint #11,34879346,50.0,13.0,92302.0,92.302,4119.681,92.302,675.447,34879.346
44461,22,2,17,0 days 00:01:32.852000,0,,20.349,0,27.597,0,44.906,0,176.9,0 days 00:26:18.984000,11:26,0 days 00:00:20.349000,0 days 00:00:27.597000,0 days 00:00:44.906000,282.7,Peter Dumbreck,,LMP1,,JRM,HPD (Honda),2012,FUJI SPEEDWAY,7,HPD ARX  03a,,JRM #22,92852.0,92.852,Honda,1,Peter Dumbreck Stint #1,1,JRM #22 Stint #1,1578984,5.0,5.0,12816.0,12.816,46.957,12.816,46.957,1578.984
380810,56,1,20,0 days 00:02:25.144000,0,,61.339,0,46.738,0,37.067,0,135.2,0 days 00:42:37.146000,12:42:34.397,0 days 00:01:01.339000,0 days 00:00:46.738000,0 days 00:00:37.067000,266.7,Egidio PERFETTI,0:00:23.295,LMGTE Am,,Team Project 1,Porsche,2019-2020,SHANGHAI INTERNATIONAL CIRCUIT,3,Porsche 911 RSR-19,,Team Project 1 #56,145144.0,145.144,Porsche,2,Egidio PERFETTI Stint #2,2,Team Project 1 #56 Stint #2,2557146,23.0,4.0,1042.0,1.042,329.248,1.042,16.551000000000002,2557.146
363026,32,2,199,0 days 00:03:39.790000,0,B,33.888,0,81.075,0,104.827,0,223.2,0 days 13:55:05.034000,04:55:24.064,0 days 00:00:33.888000,0 days 00:01:21.075000,0 days 00:01:44.827000,333.9,Alex BRUNDLE,,LMP2,,United Autosports,Ligier,2018-2019,LE MANS 2019,8,Ligier JSP217,,United Autosports #32,219790.0,219.79,Gibson,7,Alex BRUNDLE Stint #7,20,United Autosports #32 Stint #20,50105034,23.0,18.0,660061.0,660.061,4594.915,660.061,2573.63,50105.034
308465,32,2,44,0 days 00:03:35.290000,0,,34.889,0,81.289,0,99.112,0,227.8,0 days 02:49:22.591000,17:49:40.357,0 days 00:00:34.889000,0 days 00:01:21.289000,0 days 00:01:39.112000,332.9,Will OWEN,,LMP2,,United Autosports,Ligier,2018-2019,LE MANS 2018,2,Ligier JSP217,,United Autosports #32,215290.0,215.29,Gibson,2,Will OWEN Stint #2,5,United Autosports #32 Stint #5,10162591,15.0,8.0,17151.0,17.151,576.882,17.151,161.767,10162.591
226541,95,1,63,0 days 00:02:06.914000,0,,27.328,0,48.659,0,50.927,0,156.5,0 days 02:16:29.152000,19:16:17.580,0 days 00:00:27.328000,0 days 00:00:48.659000,0 days 00:00:50.927000,249.4,Marco SØRENSEN,,LMGTE Pro,,Aston Martin Racing,Aston Martin,2016,CIRCUIT OF THE AMERICAS,6,Aston Martin Vantage GT2,,Aston Martin Racing #95,126914.0,126.914,Aston Martin,2,Marco SØRENSEN Stint #2,3,Aston Martin Racing #95 Stint #3,8189152,18.0,2.0,30563.0,30.563,1141.227,30.563,30.563,8189.152
431515,83,3,110,0 days 00:01:40.590000,0,,31.721,0,32.108,0,36.761,0,166.5,0 days 03:25:50.354000,14:26:07.836,0 days 00:00:31.721000,0 days 00:00:32.108000,0 days 00:00:36.761000,270.0,Alessio ROVERA,,LMGTE Am,,AF Corse,Ferrari,2021,AUTODROMO DO ALGARVE,2,Ferrari 488 GTE Evo,,AF Corse #83,100590.0,100.59,Ferrari,2,Alessio ROVERA Stint #2,4,AF Corse #83 Stint #4,12350354,29.0,11.0,498008.0,498.008,1978.714,498.008,907.145,12350.354
143154,12,2,22,0 days 00:03:42.158000,0,B,33.489,0,81.855,0,106.814,0,220.9,0 days 01:31:28.553000,16:31,0 days 00:00:33.489000,0 days 00:01:21.855000,0 days 00:01:46.814000,329.8,Mathias BECHE,,LMP1,,Rebellion Racing,Rebellion,2015,LE MANS,3,Rebellion R-One,,Rebellion Racing #12,222158.0,222.158,AER,2,Mathias BECHE Stint #2,2,Rebellion Racing #12 Stint #2,5488553,9.0,9.0,167267.0,167.267,180.219,167.267,180.219,5488.553
228638,88,2,133,0 days 00:02:09.144000,0,,27.691,0,50.473,0,50.98,0,153.8,0 days 05:19:54.623000,22:19:43.051,0 days 00:00:27.691000,0 days 00:00:50.473000,0 days 00:00:50.980000,254.7,Kevin ESTRE,,LMGTE Am,,Abu Dhabi-Proton Racing,Porsche,2016,CIRCUIT OF THE AMERICAS,6,Porsche 911 RSR,,Abu Dhabi-Proton Racing #88,129144.0,129.144,Porsche,3,Kevin ESTRE Stint #3,8,Abu Dhabi-Proton Racing #88 Stint #8,19194623,28.0,5.0,177578.0,177.578,3701.344,177.578,771.414,19194.623
262443,92,0,110,0 days 00:03:52.937000,0,,37.201,0,89.221,0,106.515,0,210.6,0 days 07:50:26.147000,22:50:47.108,0 days 00:00:37.201000,0 days 00:01:29.221000,0 days 00:01:46.515000,292.4,Michael CHRISTENSEN,,LMGTE Pro,,Porsche GT Team,Porsche,2017,LE MANS,3,Porsche 911 RSR,,Porsche GT Team #92,232937.0,232.937,Porsche,3,Michael CHRISTENSEN Stint #3,10,Porsche GT Team #92 Stint #10,28226147,26.0,4.0,5150.0,5.15,3648.119,5.15,68.107,28226.147
472311,34,3,197,0 days 00:01:54.370000,0,,35.68,0,42.798,0,35.892,0,170.4,0 days 06:40:13.587000,20:39:57.331,0 days 00:00:35.680000,0 days 00:00:42.798000,0 days 00:00:35.892000,263.6,Alex BRUNDLE,,LMP2,,Inter Europol Competition,Oreca,2021,BAHRAIN INTERNATIONAL CIRCUIT 8 HOURS,6,Oreca 07,,Inter Europol Competition #34,114370.0,114.37,Gibson,3,Alex BRUNDLE Stint #3,10,Inter Europol Competition #34 Stint #10,24013587,10.0,7.0,18434.0,18.434,1004.326,18.434,212.628,24013.587
102320,14,1,136,0 days 00:03:32.347000,0,,35.686,0,79.35,0,97.311,0,231.1,0 days 09:17:47.385000,00:17,0 days 00:00:35.686000,0 days 00:01:19.350000,0 days 00:01:37.311000,328.8,Neel JANI,,LMP1-H,H,Porsche Team,Porsche,2014,LE MANS,3,Porsche 919 Hybrid,,Porsche Team #14,212347.0,212.347,Porsche,5,Neel JANI Stint #5,11,Porsche Team #14 Stint #11,33467385,5.0,5.0,793973.0,793.973,1276.127,793.973,1276.127,33467.385
343892,11,3,114,0 days 00:01:47.997000,0,,32.251,0,37.932,0,37.814,0,200.6,0 days 03:50:45.310000,19:50:01.671,0 days 00:00:32.251000,0 days 00:00:37.932000,0 days 00:00:37.814000,284.8,Brendon HARTLEY,,LMP1,,SMP Racing,BR Engineering,2018-2019,SEBRING,6,BR Engineering BR1,,SMP Racing #11,107997.0,107.997,AER,1,Brendon HARTLEY Stint #1,1,SMP Racing #11 Stint #1,13845310,5.0,5.0,13842.0,13.842,679.69,13.842,679.69,13845.31
256203,1,1,173,0 days 00:02:00.225000,0,,33.365,0,56.443,0,30.417,0,209.7,0 days 06:01:36.928000,20:32:18.881,0 days 00:00:33.365000,0 days 00:00:56.443000,0 days 00:00:30.417000,300.2,André LOTTERER,,LMP1,H,Porsche LMP Team,Porsche,2017,SPA FRANCORCHAMPS,2,Porsche 919 Hybrid,,Porsche LMP Team #1,120225.0,120.225,Porsche,4,André LOTTERER Stint #4,8,Porsche LMP Team #1 Stint #8,21696928,4.0,4.0,50155.0,50.155,120.225,50.155,85.43799999999999,21696.928
169678,26,2,40,0 days 00:01:46.387000,0,,22.892,0,33.603,0,49.892,0,154.4,0 days 01:20:06.785000,12:20,0 days 00:00:22.892000,0 days 00:00:33.603000,0 days 00:00:49.892000,229.8,Sam BIRD,,LMP2,,G-Drive Racing,Ligier,2015,FUJI SPEEDWAY,6,Ligier JS P2,,G-Drive Racing #26,106387.0,106.387,Nissan,2,Sam BIRD Stint #2,2,G-Drive Racing #26 Stint #2,4806785,12.0,4.0,9701.0,9.701,306.605,9.701,20.999,4806.785
56139,61,1,75,0 days 00:02:05.695000,0,,38.036,0,53.149,0,34.51,0,168.7,0 days 03:37:29.490000,15:37,0 days 00:00:38.036000,0 days 00:00:53.149000,0 days 00:00:34.510000,233.3,Matt GRIFFIN,,LMGTE Am,,AF Corse,Ferrari,2013,SILVERSTONE,1,Ferrari 458 Italia GT2,,AF Corse #61,125695.0,125.695,Ferrari,1,Matt GRIFFIN Stint #1,3,AF Corse #61 Stint #3,13049490,23.0,6.0,2946760.0,2946.76,4858.171,2946.76,3209.6090000000004,13049.49
466491,60,1,4,0 days 00:02:02.422000,0,,38.189,0,45.311,0,38.922,0,159.1,0 days 00:08:27.555000,14:08:11.299,0 days 00:00:38.189000,0 days 00:00:45.311000,0 days 00:00:38.922000,250.3,Claudio SCHIAVONI,,LMGTE Am,,Iron Lynx,Ferrari,2021,BAHRAIN INTERNATIONAL CIRCUIT 8 HOURS,6,Ferrari 488 GTE Evo,,Iron Lynx #60,122422.0,122.422,Ferrari,1,Claudio SCHIAVONI Stint #1,1,Iron Lynx #60 Stint #1,507555,29.0,11.0,6205.0,6.205,68.664,6.205,18.423,507.555
332761,37,2,89,0 days 00:01:33.115000,0,,20.109,0,27.956,0,45.05,0,176.4,0 days 02:35:45.902000,13:34:09.106,0 days 00:00:20.109000,0 days 00:00:27.956000,0 days 00:00:45.050000,298.3,Weiron TAN,,LMP2,,Jackie Chan DC Racing,Oreca,2018-2019,FUJI SPEEDWAY,4,Oreca 07,,Jackie Chan DC Racing #37,93115.0,93.115,Gibson,2,Weiron TAN Stint #2,5,Jackie Chan DC Racing #37 Stint #5,9345902,7.0,1.0,113880.0,113.88,425.514,0.0,0.0,9345.902
188345,43,2,110,0 days 00:01:51.939000,0,,34.481,0,46.973,0,30.485,0,189.8,0 days 03:49:50.507000,15:49,0 days 00:00:34.481000,0 days 00:00:46.973000,0 days 00:00:30.485000,254.7,Bruno SENNA,,LMP2,,RGR Sport by Morand,LIGIER,2016,SILVERSTONE,1,Ligier JS P2,,RGR Sport by Morand #43,111939.0,111.939,Nissan,3,Bruno SENNA Stint #3,5,RGR Sport by Morand #43 Stint #5,13790507,6.0,1.0,181651.0,181.651,957.227,0.0,0.0,13790.507
109324,8,2,311,0 days 00:03:25.455000,0,,32.803,0,78.998,0,93.654,0,238.8,0 days 20:17:56.487000,11:17,0 days 00:00:32.803000,0 days 00:01:18.998000,0 days 00:01:33.654000,301.3,Sébastien BUEMI,,LMP1-H,H,Toyota Racing,Toyota,2014,LE MANS,3,Toyota TS 040 Hybrid,,Toyota Racing #8,205455.0,205.455,Toyota,10,Sébastien BUEMI Stint #10,27,Toyota Racing #8 Stint #27,73076487,4.0,4.0,1279915.0,1279.915,1723.387,1279.915,1723.387,73076.487
85124,2,2,161,0 days 00:01:53.599000,0,,39.599,0,40.849,0,33.151,0,172.7,0 days 05:09:32.203000,16:09,0 days 00:00:39.599000,0 days 00:00:40.849000,0 days 00:00:33.151000,286.5,Allan McNISH,,LMP1,H,Audi Sport Team Joest,Audi,2013,SHANGHAI INTERNATIONAL CIRCUIT,7,Audi R18 e-tron quattro,,Audi Sport Team Joest #2,113599.0,113.599,Audi,3,Allan McNISH Stint #3,7,Audi Sport Team Joest #2 Stint #7,18572203,3.0,3.0,176198.0,176.198,199.161,176.198,199.161,18572.203
36863,70,2,94,0 days 00:02:09.425000,0,,38.827,0,55.466,0,35.132,0,163.8,0 days 03:31:47.746000,15:31,0 days 00:00:38.827000,0 days 00:00:55.466000,0 days 00:00:35.132000,239.5,Pascal Gibon,,LMGTE Am,,Larbre Competition,Chevrolet,2012,SILVERSTONE,5,Chevrolet Corvette C6.R GT2,,Larbre Competition #70,129425.0,129.425,Chevrolet,2,Pascal Gibon Stint #2,4,Larbre Competition #70 Stint #4,12707746,34.0,8.0,15395.0,15.395,2250.578,15.395,288.957,12707.746
294049,95,0,83,0 days 00:02:05.042000,0,,42.574,0,46.015,0,36.453,0,156.9,0 days 02:57:04.132000,13:57:09.221,0 days 00:00:42.574000,0 days 00:00:46.015000,0 days 00:00:36.453000,270.0,Nicki THIIM,,LMGTE Pro,,Aston Martin Racing,Aston Martin,2017,SHANGHAI INTERNATIONAL CIRCUIT,8,Aston Martin Vantage GT2,,Aston Martin Racing #95,125042.0,125.042,Aston Martin,2,Nicki THIIM Stint #2,3,Aston Martin Racing #95 Stint #3,10624132,18.0,5.0,9903.0,9.903,1357.902,9.903,30.838,10624.132
405011,78,2,88,0 days 00:04:03.414000,0,,39.288,0,93.317,0,110.809,0,201.5,0 days 06:21:19.783000,20:51:19.783,0 days 00:00:39.288000,0 days 00:01:33.317000,0 days 00:01:50.809000,286.9,Michele BERETTA,,LMGTE Am,,Proton Competition,Porsche,2019-2020,LE MANS,7,Porsche 911 RSR-19,,Proton Competition #78,243414.0,243.414,Porsche,3,Michele BERETTA Stint #3,7,Proton Competition #78 Stint #7,22879783,43.0,9.0,67892.0,67.892,4243.428,67.892,304.692,22879.783
419591,36,1,82,0 days 00:01:52.576000,0,,34.427,0,42.991,0,35.158,0,173.1,0 days 02:37:45.223000,16:37:32.727,0 days 00:00:34.427000,0 days 00:00:42.991000,0 days 00:00:35.158000,278.6,Thomas LAURENT,,LMP2,,Signatech Alpine ELF,Alpine,2019-2020,BAHRAIN INTERNATIONAL CIRCUIT 2020,8,Alpine A470,,Signatech Alpine ELF #36,112576.0,112.576,Gibson,1,Thomas LAURENT Stint #1,3,Signatech Alpine ELF #36 Stint #3,9465223,6.0,4.0,20642.0,20.642,651.4090000000001,20.642,34.904,9465.223
10337,2,2,65,0 days 00:02:04.907000,0,,35.518,0,57.024,0,32.365,0,201.9,0 days 02:28:22.520000,16:58,0 days 00:00:35.518000,0 days 00:00:57.024000,0 days 00:00:32.365000,294.3,Allan McNish,,LMP1,H,Audi Sport Team Joest,Audi,2012,SPA FRANCORCHAMPS,2,Audi R18 e-tron quattro,,Audi Sport Team Joest #2,124907.0,124.907,Audi,1,Allan McNish Stint #1,3,Audi Sport Team Joest #2 Stint #3,8902520,3.0,3.0,50272.0,50.272,54.486,50.272,54.486,8902.52
92072,60,1,11,0 days 00:02:21.839000,0,,40.325,0,65.349,0,36.165,0,177.8,0 days 00:26:14.172000,14:56,0 days 00:00:40.325000,0 days 00:01:05.349000,0 days 00:00:36.165000,260.9,Raffaele GIAMMARIA,,LMGTE Am,,AF Corse,Ferrari,2014,SPA FRANCORCHAMPS,2,Ferrari 458 Italia GT2,,AF Corse #60,141839.0,141.839,Ferrari,1,Raffaele GIAMMARIA Stint #1,1,AF Corse #60 Stint #1,1574172,23.0,6.0,1002.0,1.002,218.652,1.002,7.035,1574.172
436626,7,3,294,0 days 00:01:32.575000,0,,28.865,0,29.734,0,33.976,0,180.9,0 days 07:50:55.087000,18:51:12.569,0 days 00:00:28.865000,0 days 00:00:29.734000,0 days 00:00:33.976000,312.1,Jose Maria LOPEZ,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,92575.0,92.575,Toyota,5,Jose Maria LOPEZ Stint #5,9,Toyota Gazoo Racing #7 Stint #9,28255087,2.0,2.0,599.0,0.599,0.599,0.599,0.599,28255.087
412695,17,2,240,0 days 00:03:40.637000,0,,35.541,0,83.477,0,101.619,0,222.3,0 days 16:08:08.687000,06:38:08.687,0 days 00:00:35.541000,0 days 00:01:23.477000,0 days 00:01:41.619000,301.3,Kyle TILLEY,,LMP2,,IDEC Sport,Oreca,2019-2020,LE MANS,7,Oreca 07,,IDEC Sport #17,220637.0,220.637,Gibson,5,Kyle TILLEY Stint #5,26,IDEC Sport #17 Stint #26,58088687,18.0,14.0,168259.0,168.259,3512.133,168.259,1206.549,58088.687
383310,98,3,103,0 days 00:02:04.394000,0,,42.831,0,45.033,0,36.53,0,157.8,0 days 03:41:56.586000,15:41:53.837,0 days 00:00:42.831000,0 days 00:00:45.033000,0 days 00:00:36.530000,264.1,Ross GUNN,,LMGTE Am,,Aston Martin Racing,Aston Martin,2019-2020,SHANGHAI INTERNATIONAL CIRCUIT,3,Aston Martin Vantage GTE,,Aston Martin Racing #98,124394.0,124.394,Aston Martin,2,Ross GUNN Stint #2,5,Aston Martin Racing #98 Stint #5,13316586,21.0,3.0,36157.0,36.157,1370.003,36.157,78.578,13316.586
397844,97,1,62,0 days 00:03:16.570000,0,,54.407,0,91.237,0,50.926,0,128.3,0 days 02:57:49,16:27:52.822,0 days 00:00:54.407000,0 days 00:01:31.237000,0 days 00:00:50.926000,175.6,Alexander LYNN,,LMGTE Pro,,Aston Martin Racing,Aston Martin,2019-2020,SPA FRANCORCHAMPS,6,Aston Martin Vantage GTE,,Aston Martin Racing #97,196570.0,196.57,Aston Martin,1,Alexander LYNN Stint #1,3,Aston Martin Racing #97 Stint #3,10669000,12.0,2.0,322.0,0.322,580.794,0.322,0.322,10669.0
322242,77,1,300,0 days 00:03:59.438000,0,,37.623,0,92.098,0,109.717,0,204.9,0 days 21:38:27.412000,12:38:45.178,0 days 00:00:37.623000,0 days 00:01:32.098000,0 days 00:01:49.717000,285.4,Matt CAMPBELL,,LMGTE Am,,Dempsey - Proton Racing,Porsche,2018-2019,LE MANS 2018,2,Porsche 911 RSR-19,,Dempsey - Proton Racing #77,239438.0,239.438,Porsche,9,Matt CAMPBELL Stint #9,23,Dempsey - Proton Racing #77 Stint #23,77907412,31.0,1.0,497350.0,497.35,11929.84,0.0,0.0,77907.412
381911,51,1,56,0 days 00:02:04.996000,0,,42.425,0,46.02,0,36.551,0,157.0,0 days 01:56:49.952000,13:56:47.203,0 days 00:00:42.425000,0 days 00:00:46.020000,0 days 00:00:36.551000,267.3,James CALADO,,LMGTE Pro,,AF Corse,Ferrari,2019-2020,SHANGHAI INTERNATIONAL CIRCUIT,3,Ferrari 488 GTE Evo,,AF Corse #51,124996.0,124.996,Ferrari,2,James CALADO Stint #2,2,AF Corse #51 Stint #2,7009952,14.0,2.0,18321.0,18.321,586.062,18.321,18.321,7009.952
178518,47,2,132,0 days 00:01:55.560000,2,,39.785,0,41.495,2,34.28,0,169.8,0 days 05:16:09.476000,16:16,0 days 00:00:39.785000,0 days 00:00:41.495000,0 days 00:00:34.280000,276.2,Nick TANDY,,LMP2,,KCMG,Oreca,2015,SHANGHAI INTERNATIONAL CIRCUIT,7,Oreca 05,,KCMG #47,115560.0,115.56,Nissan,3,Nick TANDY Stint #3,6,KCMG #47 Stint #6,18969476,12.0,3.0,97367.0,97.367,1697.257,97.367,166.462,18969.476
149181,18,1,139,0 days 00:03:22.566000,0,,32.236,0,75.919,0,94.411,0,242.2,0 days 08:56:17.068000,23:56,0 days 00:00:32.236000,0 days 00:01:15.919000,0 days 00:01:34.411000,330.8,Neel JANI,,LMP1,H,Porsche Team,Porsche,2015,LE MANS,3,Porsche 919 Hybrid,,Porsche Team #18,202566.0,202.566,Porsche,5,Neel JANI Stint #5,11,Porsche Team #18 Stint #11,32177068,5.0,5.0,52610.0,52.61,182.297,52.61,182.297,32177.068
44663,41,1,24,0 days 00:01:37.509000,0,,21.495,0,29.805,0,46.209,0,168.5,0 days 00:39:13.540000,11:39,0 days 00:00:21.495000,0 days 00:00:29.805000,0 days 00:00:46.209000,261.5,Ricardo Gonzalez,,LMP2,,Greaves Motorsport,Zytek,2012,FUJI SPEEDWAY,7,Zytek Z11SN,,Greaves Motorsport #41,97509.0,97.509,Nissan,1,Ricardo Gonzalez Stint #1,0,Greaves Motorsport #41 Stint #0,2353540,18.0,10.0,15168.0,15.168,191.606,15.168,66.738,2353.54
180984,91,1,58,0 days 00:02:01.667000,0,,38.931,0,44.048,0,38.688,0,160.1,0 days 02:01:05.933000,17:00,0 days 00:00:38.931000,0 days 00:00:44.048000,0 days 00:00:38.688000,245.2,Michael CHRISTENSEN,,LMGTE Pro,,Porsche Team Manthey,Porsche,2015,BAHRAIN INTERNATIONAL CIRCUIT,8,Porsche 911 RSR,,Porsche Team Manthey #91,121667.0,121.667,Porsche,2,Michael CHRISTENSEN Stint #2,3,Porsche Team Manthey #91 Stint #3,7265933,24.0,6.0,35139.0,35.139,1070.091,35.139,121.212,7265.933
97074,73,0,23,0 days 00:08:45.436000,0,B,47.181,0,195.694,0,282.561,0,93.4,0 days 01:37:57.559000,16:37,0 days 00:00:47.181000,0 days 00:03:15.694000,0 days 00:04:42.561000,149.6,Jan MAGNUSSEN,,LMGTE Pro,,Corvette Racing,Chevrolet,2014,LE MANS,3,Chevrolet Corvette C7.R,,Corvette Racing #73,525436.0,525.436,Chevrolet,2,Jan MAGNUSSEN Stint #2,2,Corvette Racing #73 Stint #2,5877559,23.0,1.0,189674.0,189.674,1046.655,0.0,0.0,5877.559
22579,71,2,189,0 days 00:04:01.822000,0,,37.974,0,93.452,0,110.396,0,202.9,0 days 13:47:17.583000,04:47,0 days 00:00:37.974000,0 days 00:01:33.452000,0 days 00:01:50.396000,289.8,Marco Cioci,,LMGTE Pro,,AF Corse,Ferrari,2012,LE MANS,3,Ferrari 458 Italia GT2,,AF Corse #71,241822.0,241.822,Ferrari,3,Marco Cioci Stint #3,13,AF Corse #71 Stint #13,49637583,26.0,4.0,572780.0,572.78,6216.497,572.78,798.586,49637.583
37894,21,1,124,0 days 00:01:50.279000,0,,33.352,0,45.318,0,31.609,0,192.3,0 days 03:57:07.393000,15:57,0 days 00:00:33.352000,0 days 00:00:45.318000,0 days 00:00:31.609000,257.1,Danny Watts,,LMP1,,Strakka Racing,HPD (Honda),2012,SILVERSTONE,5,HPD ARX  03a,,Strakka Racing #21,110279.0,110.279,Honda,2,Danny Watts Stint #2,5,Strakka Racing #21 Stint #5,14227393,6.0,6.0,17045.0,17.045,436.597,17.045,436.597,14227.393
365641,91,3,251,0 days 00:03:52.028000,0,,36.486,0,89.154,0,106.388,0,211.4,0 days 17:51:08.605000,08:51:27.635,0 days 00:00:36.486000,0 days 00:01:29.154000,0 days 00:01:46.388000,298.0,Frédéric MAKOWIECKI,,LMGTE Pro,,Porsche GT Team,Porsche,2018-2019,LE MANS 2019,8,Porsche 911 RSR-19,,Porsche GT Team #91,232028.0,232.028,Porsche,6,Frédéric MAKOWIECKI Stint #6,18,Porsche GT Team #91 Stint #18,64268605,26.0,4.0,6625.0,6.625,7412.556,6.625,82.068,64268.605
259822,38,0,63,0 days 00:05:02.606000,0,,121.964,0,82.084,0,98.558,0,162.1,0 days 04:03:13.624000,19:03:34.585,0 days 00:02:01.964000,0 days 00:01:22.084000,0 days 00:01:38.558000,323.9,Ho-Pin TUNG,0:01:37.956,LMP2,,Jackie Chan DC Racing,Oreca,2017,LE MANS,3,Oreca 07,,Jackie Chan DC Racing #38,302606.0,302.606,Gibson,1,Ho-Pin TUNG Stint #1,8,Jackie Chan DC Racing #38 Stint #8,14593624,11.0,7.0,20807.0,20.807,1001.66,20.807,138.849,14593.624
396983,22,2,32,0 days 00:02:06.759000,0,,36.946,0,57.574,0,32.239,2,198.9,0 days 01:29:03.093000,14:59:06.915,0 days 00:00:36.946000,0 days 00:00:57.574000,0 days 00:00:32.239000,288.2,Filipe ALBUQUERQUE,,LMP2,,United Autosports,Oreca,2019-2020,SPA FRANCORCHAMPS,6,Oreca 07,,United Autosports #22,126759.0,126.759,Gibson,2,Filipe ALBUQUERQUE Stint #2,2,United Autosports #22 Stint #2,5343093,4.0,1.0,39117.0,39.117,127.821,0.0,0.0,5343.093
129305,2,0,96,0 days 00:01:20.995000,0,,20.385,0,41.003,0,19.607,0,191.5,0 days 02:16:22.043000,15:16,0 days 00:00:20.385000,0 days 00:00:41.003000,0 days 00:00:19.607000,282.0,Marcel FÄSSLER,,LMP1-H,H,Audi Sport Team Joest,Audi,2014,INTERLAGOS,8,Audi R18 e-tron quattro,,Audi Sport Team Joest #2,80995.0,80.995,Audi,2,Marcel FÄSSLER Stint #2,4,Audi Sport Team Joest #2 Stint #4,8182043,6.0,6.0,2017.0,2.017,48.603,2.017,48.603,8182.043
477521,45,2,116,0 days 00:01:52.841000,0,,33.52,0,39.525,0,39.796,0,192.0,0 days 04:25:45.321000,16:25:59.238,0 days 00:00:33.520000,0 days 00:00:39.525000,0 days 00:00:39.796000,272.3,James ALLEN,,LMP2,P/A,Algarve Pro Racing,Oreca,2022,SEBRING,1,Oreca 07,GF,Algarve Pro Racing #45,112841.0,112.841,Gibson,2,James ALLEN Stint #2,6,Algarve Pro Racing #45 Stint #6,15945321,14.0,11.0,27149.0,27.149,471.772,27.149,238.448,15945.321
